,Name,Edges,Type,Relationship,Collection
503,Victor Winstrate,"[""Ash's Treecko"", 'Ash Ketchum']",One-timer,Other,Advanced generation
504,Eliza,"['Norman', 'Ash Ketchum', 'Max']",One-timer,Other,Advanced generation
505,May's Skitty,"['Norman', 'Max', 'Caroline', 'Nurse Joy', 'Ash Ketchum']",Recurring,Pokémon,Advanced generation
506,Max,"['Norman', 'Ash Ketchum', 'Max', 'Caroline']",One-timer,Other,Advanced generation
507,Grace,"['Ash Ketchum', 'Jessie', 'James']",Recurring,Other,Advanced generation
508,Sheridan,"['Ash Ketchum', 'Max', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
509,Julie,"[""Ash's Bulbasaur"", 'Kent', ""Harley's Cacturne""]",One-timer,Other,Advanced generation
510,Professor Cozmo,"['Nero', 'Ash Ketchum']",One-timer,Other,Advanced generation
511,Mr. Moore,"['Sullivan', 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,gym leader,Advanced generation
512,Flannery,['Ash Ketchum'],Recurring,gym leader,Advanced generation
513,Claire,"['Savannah', 'Drew', 'Norman']",One-timer,Other,Advanced generation
514,Royce,"['Mothers for Pokémon', 'Drew', ""May's Bulbasaur"", 'Sandra']",One-timer,Other,Advanced generation
515,Kain,"['Savannah', 'Ash Ketchum', 'Mothers for Pokémon', ""May's Bulbasaur""]",One-timer,Other,Advanced generation
516,Ash's Torkoal,['Drew'],Recurring,Pokémon,Advanced generation
517,Dr. Abby,"['Ash Ketchum', ""Ash's Torkoal"", 'Isaiah']",Recurring,Other,Advanced generation
518,Dr. Moss,"['Ash Ketchum', 'James']",One-timer,Other,Advanced generation
519,Timmy Grimm,"['Ash Ketchum', ""Ash's Taillow""]",Recurring,Other,Advanced generation
520,Mrs. Grimm,"['Ash Ketchum', 'Max', ""Ash's Pikachu""]",Recurring,Other,Advanced generation
521,Tommy Grimm,"['Millie', 'Ash Ketchum', 'Brodie']",Recurring,Other,Advanced generation
522,Stefano,"['Millie', 'Shelly', 'Bart', 'Officer Jenny']",One-timer,Other,Advanced generation
523,Mary's grandmother,"['Bart', 'Brodie', 'Max']",One-timer,Other,Advanced generation
524,Mary,"['Winona', 'Ash Ketchum']",One-timer,Other,Advanced generation
525,Mr. Morita,"[""Winona's Altaria"", 'Ash Ketchum', 'Max', ""Ash's Pikachu"", 'Juan', 'Norman', 'Flannery', 'Brawly', 'Roxanne', 'Wattson', 'Shelly', 'Matt', 'Archie', 'Maxie']",One-timer,Other,Advanced generation
526,Professor Jacuzzi,"['James', 'Magikarp salesman', 'Jessie', 'Francesca', ""James's Mime Jr."", ""Jessie's Wobbuffet"", ""James's Carnivine"", ""James's Cacnea"", 'Max']",One-timer,Other,Advanced generation
527,Guy,"['Winona', 'Flannery', 'Norman', 'Wattson', 'Matt', 'Ash Ketchum']",One-timer,Other,Advanced generation
528,Poncho,['Ash Ketchum'],One-timer,Other,Advanced generation
529,Rose,"['Elijah', 'Ash Ketchum']",One-timer,Other,Advanced generation
530,Yaohei,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Torkoal""]",One-timer,Other,Advanced generation
531,Dee Dunstan,[],One-timer,Other,Advanced generation
532,Kenny,[],Recurring,Other,Advanced generation
533,Norman's Slaking,"['Ash Ketchum', 'Max']",Recurring,Pokémon,Advanced generation
534,Oscar,['Ash Ketchum'],One-timer,Other,Advanced generation
535,Old Man Obee,['Ash Ketchum'],One-timer,Other,Advanced generation
536,May's Bulbasaur,['Ash Ketchum'],Recurring,Pokémon,Advanced generation
537,Sullivan,['Ash Ketchum'],One-timer,Other,Advanced generation
538,Nero,['Ash Ketchum'],One-timer,Pokémon,Advanced generation
539,Calista,"['Professor Birch', 'Ash Ketchum']",One-timer,Other,Advanced generation
540,Mothers for Pokémon,"['Nancy', 'Professor Birch', 'Ash Ketchum']",Recurring,Other,Advanced generation
541,Savannah,"['Ash Ketchum', 'Nurse Joy']",Recurring,Other,Advanced generation
542,Sandra,"['Ash Ketchum', ""Ash's Pikachu""]",Recurring,Other,Advanced generation
543,Sonny,"['Rocky', 'Ash Ketchum', 'Max']",One-timer,Other,Advanced generation
544,Spoink,"['Captain Stern', 'Professor Cozmo', 'Tabitha', 'Steven Stone', 'Guzma', 'Colress', 'Ash Ketchum', ""Ash's Pikachu"", 'Archie', 'Lance', 'Shelly', 'Norman', 'Wallace', 'Winona']",Recurring,Pokémon,Advanced generation
545,Shane,"['Captain Stern', 'Professor Cozmo', 'Shelly', 'Matt', 'Guzma', 'Colress', 'Maxie', ""Ash's Pikachu"", 'Lance', ""Lance's Gyarados"", 'Ash Ketchum', ""Brock's Mudkip"", ""Lance's Dragonite"", 'Norman', 'Wallace', 'Winona']",One-timer,Other,Advanced generation
546,Volt,"['Maxie', 'Shelly', 'Archie', ""Lance's Dragonite"", 'Lance', ""Lance's Gyarados"", ""Brock's Mudkip"", ""Ash's Pikachu"", 'Ash Ketchum']",One-timer,Other,Advanced generation
547,Emily,"['Maxie', 'Shelly', 'Archie', ""Lance's Dragonite"", 'Lance', ""Lance's Gyarados"", ""Brock's Mudkip"", ""Ash's Pikachu"", 'Ash Ketchum']",One-timer,Other,Advanced generation
548,Bart,"['Jin', 'Ash Ketchum', 'Max', ""Ash's Corphish"", ""Liza's Lunatone"", ""Ash's Pikachu"", ""Tate's Solrock"", 'Juan', 'Wallace']",One-timer,Other,Advanced generation
549,Brodie,"[""Ash's Corphish"", 'Max', ""Ash's Pikachu"", 'Ash Ketchum']",Recurring,Team Magma,Advanced generation
550,Millie,"[""Tate's Solrock"", ""Ash's Pikachu""]",One-timer,Other,Advanced generation
551,Zachary,"['Jin', 'Ash Ketchum']",Recurring,Other,Advanced generation
552,Winona,"['Max', ""Tate's Solrock""]",Recurring,gym leader,Advanced generation
553,James's Chimecho,"['Mr. Briney', 'Fitzwilliam', 'Ash Ketchum', ""Ash's Torkoal"", 'Max', ""Ash's Pikachu"", 'Goh', 'Steven Stone', 'Mr. Stone', 'Maxie', 'Archie', 'Brandon']",Recurring,Pokémon,Advanced generation
554,Winona's Altaria,"['Drake', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Pokémon,Advanced generation
555,Elijah,"['Annie Proctor', 'Ash Ketchum', ""Ash's Corphish""]",One-timer,Other,Advanced generation
556,Mariah,['Professor Proctor'],One-timer,Other,Advanced generation
557,Marcel,"[""Harley's Cacturne"", 'Max', ""May's Bulbasaur"", 'Drew', 'Nurse Joy', 'Lilian Meridian', 'Jessie', ""Jessie's Wobbuffet"", ""May's Squirtle"", ""May's Munchlax"", 'James', 'Solidad']",One-timer,Other,Advanced generation
558,Kelly,"['Harley', ""May's Bulbasaur"", 'Jessie', ""May's Munchlax"", ""May's Eevee"", 'Drew']",Recurring,Other,Advanced generation
559,Mrs. Otter,"['Raoul Contesta', 'Mr. Sukizo', 'Nurse Joy']",One-timer,Other,Advanced generation
560,Vladimir,['Ash Ketchum'],Recurring,Other,Advanced generation
561,Jimmy,"[""Ash's Corphish""]",One-timer,Other,Advanced generation
562,Serena,['Ash Ketchum'],One-timer,Other,Advanced generation
563,Isaiah,"['Elisa', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
564,Madeleine,['Ash Ketchum'],One-timer,Other,Advanced generation
565,Adam,"['Ash Ketchum', 'Max']",One-timer,Other,Advanced generation
566,Evelyn,"['Ash Ketchum', 'Juan', 'Clark', 'Morrison', ""Ash's Torkoal"", 'Conway', 'Max']",One-timer,Other,Advanced generation
567,Nancy,"['Wallace', 'Steven Stone', ""James's Chimecho"", 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Snorunt"", ""Ash's Corphish"", 'Maxie', 'Archie']",One-timer,Other,Advanced generation
568,Keith,"['Juan', 'Ash Ketchum']",One-timer,Other,Advanced generation
569,Midori,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
570,Rocky,"['Kimmy Shoney', 'Ash Ketchum']",One-timer,Other,Advanced generation
571,Randy,"['Drew', 'Ash Ketchum', 'Max']",One-timer,Other,Advanced generation
572,Maxie,['Ash Ketchum'],Recurring,Team Magma,Advanced generation
573,Archie,"['Erica', ""May's Skitty"", 'Jessie']",Recurring,Team Aqua,Advanced generation
574,Groudon,"['Jessie', ""May's Skitty""]",Recurring,Pokémon,Advanced generation
575,Kyogre,"['Max', ""May's Skitty"", 'Nicolette', 'Harley', 'Kylie', ""Ash's Pikachu""]",Recurring,Pokémon,Advanced generation
576,Tate,"['Ash Ketchum', ""May's Munchlax"", ""Morrison's Beldum"", ""Ash's Pikachu"", ""Ash's Corphish""]",Recurring,gym leader,Advanced generation
577,Tate's Solrock,"['Ash Ketchum', 'Max', 'Officer Jenny']",Recurring,Pokémon,Advanced generation
578,Liza's Lunatone,['Ash Ketchum'],Recurring,Pokémon,Advanced generation
579,Rachel,"['Ash Ketchum', ""Tyson's Meowth"", 'Charles Goodshow', 'Officer Jenny', 'Nurse Joy', 'Morrison', 'Vivica', 'Johnny']",Recurring,Other,Advanced generation
580,Jin,"['Ash Ketchum', 'Vivica', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
581,Drake,"['Morrison', ""Morrison's Beldum""]",Recurring,Elite Four,Advanced generation
582,Fitzwilliam,"[""Tyson's Meowth""]",One-timer,Other,Advanced generation
583,Professor Proctor,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
584,Annie Proctor,['Morrison'],One-timer,Other,Advanced generation
585,Harley,"['Ash Ketchum', ""Ash's Torkoal"", ""Ash's Corphish""]",Recurring,Rival,Advanced generation
586,Harley's Cacturne,"['Ash Ketchum', 'Clark', 'Morrison']",Recurring,Pokémon,Advanced generation
587,Kent,['Ash Ketchum'],One-timer,Other,Advanced generation
588,Sigourney,"['Ash Ketchum', ""Ash's Corphish""]",One-timer,Other,Advanced generation
589,Samantha,"['Ash Ketchum', 'Agatha', 'Noland', 'Drew', 'Solidad', 'Norman', 'Professor Birch', 'Brandon']",One-timer,Other,Advanced generation
590,Elisa,"['Professor Oak', 'Bruno', 'Kurt', 'Ash Ketchum', 'Scott', ""Agatha's Gengar"", ""Ash's Pikachu"", ""James's Cacnea"", 'Lance', 'Misty', 'Koga']",One-timer,Other,Advanced generation
591,Hal,"['Agatha', 'Chuck', 'Koga', ""Koga's Golbat"", 'Ash Ketchum', ""Ash's Pikachu"", 'Lance']",One-timer,Other,Advanced generation
592,Nicky,"[""Tracey's Marill"", 'Tracey Sketchit', 'Ash Ketchum', ""Misty's Togepi"", ""Ash's Pikachu""]",One-timer,Other,Advanced generation
593,Gordon,"[""May's Skitty"", 'Ash Ketchum', 'Harley', 'Raoul Contesta', 'Mr. Sukizo', 'Nurse Joy', 'Drew', ""Ash's Squirtle""]",One-timer,Other,Advanced generation
594,Ash's Snorunt,"['Ash Ketchum', ""Noland's Articuno"", 'Max', ""Ash's Pikachu"", 'Scott', 'Greta', 'Brandon', 'Spenser', 'Anabel']",Recurring,Pokémon,Advanced generation
595,Juan,"['Noland', 'Ash Ketchum', 'Max']",Recurring,gym leader,Advanced generation
596,Sebastian,"['Noland', 'Ash Ketchum']",Recurring,Other,Advanced generation
597,Kimmy Shoney,"['Rikako', 'Lisa Mitchum', 'Ash Ketchum', 'Max', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
598,Korban Shoney,"['Mitch Mitchum', 'Rikako']",One-timer,Other,Advanced generation
599,Roderick,"['Ash Ketchum', 'Drew', ""May's Munchlax""]",One-timer,Other,Advanced generation
600,Carlos,"['Ash Ketchum', ""James's Cacnea"", ""Ash's Pikachu""]",One-timer,Other,Advanced generation
601,Joshua,"['Rhoda', ""Ash's Pikachu"", 'Ash Ketchum']",Recurring,Other,Advanced generation
602,Erica,['Ash Ketchum'],Recurring,Other,Advanced generation
603,May's Munchlax,"['Zander', 'Ash Ketchum', 'Officer Jenny']",Recurring,Pokémon,Advanced generation
604,Morrison,"['Dr. Gordon', 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,Rival,Advanced generation
605,Morrison's Beldum,"['Vivian Meridian', 'Ash Ketchum', ""May's Squirtle"", 'James', 'Jessie', ""Jessie's Wobbuffet"", 'Brianna']",Recurring,Pokémon,Advanced generation
606,Anthony,"['Kyle Hamm', 'Ash Ketchum', 'Terri', ""Ash's Pikachu""]",Recurring,Other,Advanced generation
607,Robin,"['Master Hamm', 'Ash Ketchum', 'Terri']",One-timer,Other,Advanced generation
608,Tyson,"['Kyle Hamm', 'Master Hamm', 'Ash Ketchum']",Recurring,Rival,Advanced generation
609,Tyson's Meowth,"['James', ""James's parents"", 'Ash Ketchum', ""May's Munchlax"", 'Jessie', ""James's Chimecho"", ""James's Mime Jr.""]",Recurring,Pokémon,Advanced generation
610,Jump,"['James', 'Jessie', 'Mr. Sukizo', 'Officer Jenny', 'Nurse Joy', ""James's Cacnea"", 'Ursula', ""James's Carnivine"", ""James's Chimecho"", ""Jessie's Wobbuffet"", ""Dawn's Piplup""]",One-timer,Other,Advanced generation
611,Vivica,"['McCauley', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
612,Gilbert,"['McCauley', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
613,Gavin,"['Ash Ketchum', 'Max', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
614,Dominick,"['Ash Ketchum', ""Ash's Snorlax"", 'Chuck', 'Brawly', 'Todd Snap']",One-timer,Other,Advanced generation
615,Johnny,"[""May's Munchlax"", ""May's Eevee""]",One-timer,Other,Advanced generation
616,Clark,"['Nicolette', 'Ash Ketchum', ""Ash's Pikachu"", ""May's Eevee""]",One-timer,Other,Advanced generation
617,Katie,[],Recurring,Other,Advanced generation
618,Scott,[],Recurring,Other,Advanced generation
619,Agatha,[],One-timer,Elite Four,Advanced generation
620,Agatha's Gengar,"['Galea', 'Ash Ketchum', 'Mr. Saridakis']",One-timer,Pokémon,Advanced generation
621,Misty's Azurill,"['Ash Ketchum', ""Ash's Corphish"", 'Mr. Saridakis']",Recurring,Pokémon,Advanced generation
622,May's Squirtle,"['Galea', 'Ash Ketchum', ""Ash's Corphish"", ""Ash's Pikachu"", ""May's Squirtle""]",Recurring,Pokémon,Advanced generation
623,Noland,"['Ash Ketchum', ""Ash's Corphish""]",Recurring,Other,Advanced generation
624,Noland's Articuno,['Tucker'],Recurring,Pokémon,Advanced generation
625,Sergio,"['Ash Ketchum', ""Ash's Pikachu"", 'Kellyn', 'Officer Jenny', 'J', 'Aura Sphere Riolu']",Recurring,Other,Advanced generation
626,Mitch Mitchum,"['Angela', 'Ash Ketchum']",One-timer,Other,Advanced generation
627,Lisa Mitchum,"['Ash Ketchum', 'Evian', 'Jessie']",One-timer,Other,Advanced generation
628,Rikako,"['Yuma', ""James's Carnivine"", 'Holly', ""Ash's Pikachu"", 'Roman', 'Kylie', 'Marilyn', 'James', 'Nurse Joy', ""Nurse Joy's Chansey"", 'Forrest', 'Lola', 'Olivia', ""Olivia's Lycanroc"", 'Max', ""Brock's Happiny"", 'Brock']",One-timer,Other,Advanced generation
629,Old woodsman,"[""May's Squirtle""]",One-timer,Other,Advanced generation
630,Emily,"['Edna', ""May's Eevee""]",One-timer,Other,Advanced generation
631,Rhonda,"['Edna', ""May's Squirtle"", ""May's Eevee""]",One-timer,Other,Advanced generation
632,Rhoda,"[""May's Munchlax"", 'Harley', ""Harley's Cacturne"", 'Roman', 'Kylie', ""Dawn's Buneary"", ""James's Carnivine"", ""Jessie's Seviper"", ""Dawn's Piplup""]",One-timer,Other,Advanced generation
633,Dr. Gordon,"['Ash Ketchum', ""Ash's Pikachu"", ""Lucy's Seviper"", ""Jessie's Seviper"", 'Barbara', 'Scott', 'Spenser', 'Anabel']",One-timer,Other,Advanced generation
634,Zander,"['Lucy', 'Ash Ketchum', ""Jessie's Seviper"", ""Lucy's Seviper""]",One-timer,Other,Advanced generation
635,Lilian Meridian,"['Lucy', 'Spenser', 'Greta', 'Brandon', 'Tucker', 'Jessie', ""Jessie's Seviper"", 'Barbara']",Recurring,Other,Advanced generation
636,Master Hamm,['Drew'],One-timer,Other,Advanced generation
637,Kyle Hamm,"[""Ash's Pikachu"", 'Ash Ketchum', 'Scott', ""Ash's Heracross"", 'Archie']",One-timer,Other,Advanced generation
638,Terri,"['Agatha', 'Scott', 'Roark', 'Byron', 'Ash Ketchum', 'Mr. Moore', 'Flannery', 'Max', 'Hala', 'Olivia', 'Nanu', 'Hapu', 'Acerola', 'Spenser', 'Rotom Pokédex', 'Rotomi', 'Visquez', 'Opal']",One-timer,Other,Advanced generation
639,Nanny,"[""Brock's Bonsly"", 'James', ""James's Mime Jr.""]",One-timer,Other,Advanced generation
640,James's Mime Jr.,"[""May's Squirtle"", 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,Pokémon,Advanced generation
641,Mariah,"['Ash Ketchum', ""Brock's Bonsly"", 'Mollie', 'Nurse Joy']",One-timer,Other,Advanced generation
642,Katie,['Yuma'],One-timer,Other,Advanced generation
643,McCauley,"['Looker', 'Palmer', 'Nanu', 'Ash Ketchum', ""Ash's Pikachu"", 'Max', ""Ash's Corphish"", ""Ash's Tauros"", 'Scott', 'Faba', 'Plumeria', 'Gladion', 'Lillie', 'Hapu', 'Lucy']",One-timer,Other,Advanced generation
644,Greta,"['Ash Ketchum', 'Anabel']",One-timer,Other,Advanced generation
645,Nicolette,"['Max', 'Solana', 'Ash Ketchum', 'Nurse Joy']",One-timer,Other,Advanced generation
646,Christopher,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
647,Jeremy,"['Ash Ketchum', ""Ash's Corphish""]",Recurring,Other,Advanced generation
648,Mandy,"['Ash Ketchum', 'Paul', 'Reggie', 'Anabel', 'King of Pokélantis', ""Ash's Torkoal"", ""Ash's Bulbasaur"", ""Ash's Squirtle"", ""Ash's Pikachu"", 'J', ""Paul's Ursaring"", ""Paul's Magmar""]",Recurring,Other,Advanced generation
649,Nicholas,"['Brandon', 'Paul', 'J', 'King of Pokélantis', ""Paul's Ursaring"", ""Paul's Magmar"", 'Reggie', 'Ash Ketchum', ""Ash's Torkoal"", ""Ash's Pikachu"", 'Steven Stone', 'Drake', 'Wallace', 'Noland', 'Palmer']",Recurring,Other,Advanced generation
650,Tiffany,"['Ash Ketchum', 'Samuel', ""Ash's Pikachu"", 'Max']",One-timer,Other,Advanced generation
651,Galea,"['Ash Ketchum', 'King of Pokélantis', ""Ash's Pikachu"", 'Maria', 'J']",One-timer,Other,Advanced generation
652,Mr. Saridakis,"['Ash Ketchum', ""Ash's Primeape"", ""Ash's Pikachu"", 'Harley', 'Drew', ""Ash's Torkoal"", 'Brandon', ""Ash's Starly"", ""Paul's Chimchar"", ""Dawn's Piplup"", 'Zoey', ""Zoey's Glameow"", ""Roark's Cranidos"", 'Roark', 'Jessie', ""Dawn's Pachirisu"", 'Gardenia', 'Maylene', ""Maylene's Lucario"", 'Lila', ""Jessie's Seviper"", ""Kenny's Prinplup"", 'O', ""Ash's Chikorita""]",One-timer,Other,Advanced generation
653,Tucker,[],One-timer,Other,Advanced generation
654,Victor,"['Drew', 'Harley', ""May's Munchlax""]",One-timer,Other,Advanced generation
655,Solana,"[""Ash's Aipom"", 'Ash Ketchum']",Recurring,Pokémon,Advanced generation
656,Evian,['Hank'],One-timer,Other,Advanced generation
657,Angela,"[""Ash's Pikachu""]",One-timer,Other,Advanced generation
658,Brock's Bonsly,['Ash Ketchum'],Recurring,Pokémon,Advanced generation
659,Edna,"[""Ash's Aipom"", 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
660,Katrina,"['Brandon', 'Paul', 'J', 'King of Pokélantis', ""Paul's Ursaring"", ""Paul's Magmar"", 'Reggie', 'Ash Ketchum', ""Ash's Torkoal"", ""Ash's Pikachu"", 'Steven Stone', 'Drake', 'Wallace', 'Noland', 'Palmer']",One-timer,Other,Advanced generation
661,Jonathan,"['Nurse Joy', 'Ash Ketchum', 'Scott', ""Ash's Pikachu""]",One-timer,Other,Advanced generation
662,May's Eevee,"['Brandon', 'Paul', 'J', 'King of Pokélantis', ""Paul's Ursaring"", ""Paul's Magmar"", 'Reggie', 'Ash Ketchum', ""Ash's Torkoal"", ""Ash's Pikachu"", 'Steven Stone', 'Drake', 'Wallace', 'Noland', 'Palmer']",Recurring,Pokémon,Advanced generation
663,Lucy,"['Gary Oak', 'Ash Ketchum', ""Ash's Pikachu"", 'Pokémon poacher', 'J', ""J's henchmen"", ""Saturn's Toxicroak""]",One-timer,Other,Advanced generation
664,Barbara,"['Ash Ketchum', 'Johanna', ""Dawn's Piplup"", 'Professor Rowan', 'Leona', 'Noelle', ""Ash's Pikachu"", 'Zoey', 'Maylene', ""Johanna's Glameow"", ""Dawn's Pachirisu"", 'Candice', 'Ursula', ""Dawn's Togekiss"", ""Ursula's Gabite"", 'Jessie', ""Zoey's Glameow"", 'Paris', ""Dawn's Buneary"", 'Shinko', ""Cilan's Pansage"", 'Elesa', ""Iris's Dragonite"", 'Chloe', 'Goh', 'Matori', 'Hermione']",One-timer,Other,Advanced generation
665,Lucy's Seviper,"[""Dawn's Buneary"", 'Lila', 'Ash Ketchum', ""Johanna's Glameow"", ""Dawn's Piplup"", ""Dawn's Pachirisu"", 'Nurse Joy', ""Dawn's Cyndaquil"", 'Chloe', 'Mars']",One-timer,Pokémon,Advanced generation
666,Brianna,"['Johanna', 'Lila', ""Dawn's Piplup"", ""Dawn's Pachirisu"", ""Dawn's Cyndaquil""]",Recurring,Other,Advanced generation
667,Spenser,"['Professor Oak', 'Cynthia', ""Dawn's Piplup"", ""Ash's Pikachu"", ""Ash's Aipom"", 'Delia Ketchum', 'Paul', 'Gary Oak', 'Pokémon poacher', 'J', 'Yuzo', 'Professor Carolina', 'Cyrus', 'Shinko', 'Byron', 'Roark', 'Fantina', 'Underground Man', 'Professor Sycamore', 'Jupiter']",Recurring,Other,Advanced generation
668,Jamero,['Professor Rowan'],One-timer,Other,Advanced generation
669,Director,"['Professor Rowan', ""Nando's Budew"", 'Nando', ""Kenny's Prinplup"", ""James's Cacnea"", ""James's Carnivine"", 'Jessie', 'Zoey', ""Dawn's Pachirisu"", 'Conway', 'Leona', 'Roman', 'Kylie', 'Nurse Joy', ""Johanna's Glameow"", 'Johanna', ""Dawn's Buneary"", ""Ash's Gible"", ""Zoey's Glameow"", ""Dawn's Togekiss"", 'Paul', ""Dawn's Cyndaquil"", 'Ash Ketchum', ""Ash's Oshawott"", ""Cilan's Pansage"", 'Ramone']",One-timer,Other,Advanced generation
670,Hiroshi,"['Jupiter', 'Saturn', 'Mars', 'J', ""Dawn's Piplup"", 'Ash Ketchum', ""Ash's Pikachu"", 'Paul', ""Brock's Croagunk""]",One-timer,Other,Advanced generation
671,Luna,['Ash Ketchum'],One-timer,Other,Advanced generation
672,Yuma,"['James', ""Ash's Pikachu"", ""Dawn's Piplup"", ""James's Carnivine"", 'Jessie', ""James's parents"", 'Jessebelle']",One-timer,Other,Advanced generation
673,Mollie,"['James', ""James's parents"", 'Jessebelle', ""James's Cacnea"", 'Ash Ketchum', ""Dawn's Piplup"", ""Nando's Budew"", ""Zoey's Glameow"", 'Butch', ""Ash's Pikachu"", ""Ursula's Gabite"", 'Jupiter', 'Looker', ""Jessie's Seviper""]",One-timer,Other,Advanced generation
674,Anabel,"['Ash Ketchum', ""Ash's Pikachu"", 'Paul', 'Roark', 'Gardenia', ""Paul's Torterra"", ""Brock's Croagunk"", 'Holly', 'Reggie', 'Maylene', ""Maylene's Lucario"", 'Candice', ""Paul's Ursaring"", 'Nurse Joy', ""James's Carnivine""]",Recurring,Other,Advanced generation
675,Maron,"['Ash Ketchum', 'Reggie', ""Paul's Ursaring"", ""Ash's Turtwig"", 'Roark', ""Cynthia's Garchomp"", 'Sho', 'Maylene', ""Ash's Gligar"", ""Paul's Torterra"", ""Barry's Empoleon"", ""Ash's Pikachu"", ""Dawn's Piplup"", ""Paul's Chimchar"", ""Ash's Starly"", 'Professor Rowan', 'Nurse Joy']",Recurring,Other,Advanced generation
